studio_id,game_id,game_name,game_type,session_id,player_id,session_start,session_end,duration_minutes,event_type,event_timestamp,device_type,region,client_version,level,score,kills,deaths,items_collected,match_outcome,retention_day1,retention_day7,monetized,in_game_currency_earned,in_game_currency_spent
Studio_1,MPG_3,MultiPlayerGame_3,multiplayer,a0982fcf-311f-4d78-b21b-c48002194d2b,player_60,2025-04-04T10:01:00.192556,2025-04-04T11:06:00.192556,65,match_start,2025-04-04T10:25:00.192556,Console,AF,1.1,,,14.0,11.0,,win,1,1,0,234,4553
Studio_2,SPG_5,SinglePlayerGame_5,singleplayer,046231dd-1b46-4907-a145-00d8a4ecabab,player_74,2025-04-27T23:01:00.192603,2025-04-27T23:10:00.192603,9,logout,2025-04-27T23:08:00.192603,PC,AS,1.1,39.0,7193.0,,,32.0,,1,0,0,1596,1361
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,6989d29f-549a-452b-af54-1b8e3d9e3baa,player_58,2025-04-19T04:01:00.192640,2025-04-19T04:41:00.192640,40,level_start,2025-04-19T04:05:00.192640,Mobile,AF,1.0,,,10.0,15.0,,loss,1,1,1,3330,3604
Studio_1,SPG_3,SinglePlayerGame_3,singleplayer,bb54b1dd-1f00-4f15-b1bb-2dc521a12e3d,player_79,2025-04-10T03:01:00.192681,2025-04-10T04:15:00.192681,74,purchase,2025-04-10T04:00:00.192681,Console,SA,1.0,17.0,2357.0,,,44.0,,1,0,1,4738,849
Studio_1,MPG_4,MultiPlayerGame_4,multiplayer,6636a10c-5800-4c9d-85fd-a11dc1d193ce,player_10,2025-04-11T10:01:00.192724,2025-04-11T11:06:00.192724,65,login,2025-04-11T10:55:00.192724,PC,AS,1.2,,,9.0,2.0,,win,0,1,0,523,4824
Studio_1,MPG_2,MultiPlayerGame_2,multiplayer,c12aaef2-15bb-4427-b8d9-e1abe8196814,player_90,2025-04-15T08:01:00.192766,2025-04-15T08:41:00.192766,40,purchase,2025-04-15T08:04:00.192766,Console,NA,1.0,,,19.0,7.0,,win,1,0,1,4353,2820
Studio_1,MPG_3,MultiPlayerGame_3,multiplayer,0c70deff-0d72-4604-bde0-1712b3ded337,player_74,2025-04-09T19:01:00.192878,2025-04-09T19:19:00.192878,18,login,2025-04-09T19:01:00.192878,Console,EU,1.1,,,22.0,21.0,,loss,1,1,0,2290,2202
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,d7cbf3bb-693f-4b18-a3c5-75e09876860c,player_50,2025-04-11T11:01:00.192985,2025-04-11T12:47:00.192985,106,match_start,2025-04-11T12:35:00.192985,Console,NA,1.0,,,26.0,28.0,,loss,0,0,0,4941,1705
Studio_4,MPG_4,MultiPlayerGame_4,multiplayer,e48c7ccc-c841-455e-a2ef-5f983e8200f8,player_79,2025-04-17T05:01:00.193104,2025-04-17T06:06:00.193104,65,logout,2025-04-17T05:06:00.193104,Console,AF,1.0,,,19.0,26.0,,loss,0,1,0,2120,112
Studio_5,SPG_5,SinglePlayerGame_5,singleplayer,dd46fa3d-f13f-413b-a2ac-92bb7a708282,player_56,2025-03-31T22:01:00.193207,2025-03-31T23:55:00.193207,114,logout,2025-03-31T22:06:00.193207,Console,SA,1.0,30.0,7896.0,,,20.0,,1,1,0,2230,1115
Studio_1,MPG_1,MultiPlayerGame_1,multiplayer,d40c8688-76f4-4c55-a2e2-82ea13f23185,player_32,2025-04-09T07:01:00.193256,2025-04-09T08:14:00.193256,73,purchase,2025-04-09T08:09:00.193256,Console,AF,1.0,,,23.0,12.0,,win,1,0,0,3453,4857
Studio_2,MPG_5,MultiPlayerGame_5,multiplayer,779aa800-c0ba-43a7-9aa1-18bccee130d0,player_6,2025-04-16T23:01:00.193300,2025-04-16T23:43:00.193300,42,level_start,2025-04-16T23:05:00.193300,Mobile,AF,1.0,,,17.0,21.0,,win,1,0,1,2024,49
Studio_3,MPG_1,MultiPlayerGame_1,multiplayer,2204c5e4-7e57-4d17-97cd-9ea57be4219e,player_100,2025-04-22T11:01:00.193338,2025-04-22T12:07:00.193338,66,purchase,2025-04-22T11:49:00.193338,Mobile,EU,1.1,,,18.0,2.0,,loss,1,1,0,371,1985
Studio_4,MPG_5,MultiPlayerGame_5,multiplayer,b5722f20-555f-4f3c-a5f3-7a5d05b9ed18,player_78,2025-04-14T11:01:00.193381,2025-04-14T11:54:00.193381,53,login,2025-04-14T11:10:00.193381,Mobile,AS,1.1,,,28.0,21.0,,win,0,1,0,550,2975
Studio_3,MPG_2,MultiPlayerGame_2,multiplayer,0860cc88-5d6f-4f61-9f51-3be75c8d329e,player_22,2025-04-14T10:01:00.193419,2025-04-14T12:01:00.193419,120,level_complete,2025-04-14T10:35:00.193419,Console,AF,1.2,,,0.0,7.0,,draw,1,0,1,3249,1718
Studio_1,SPG_3,SinglePlayerGame_3,singleplayer,7a127589-f088-4a42-8270-5ce45b993f6c,player_10,2025-04-30T20:01:00.193479,2025-04-30T20:34:00.193479,33,purchase,2025-04-30T20:20:00.193479,Mobile,EU,1.1,14.0,9188.0,,,1.0,,1,0,1,4008,3917
Studio_5,SPG_1,SinglePlayerGame_1,singleplayer,cd7686be-0246-4645-a765-cb9cb1354537,player_64,2025-04-23T05:01:00.193537,2025-04-23T06:11:00.193537,70,match_start,2025-04-23T05:17:00.193537,Console,SA,1.0,45.0,9531.0,,,8.0,,0,1,0,4318,2375
Studio_2,SPG_1,SinglePlayerGame_1,singleplayer,aebaa93e-2eaa-452e-a38e-58fe85b79560,player_25,2025-04-10T14:01:00.193576,2025-04-10T14:07:00.193576,6,purchase,2025-04-10T14:01:00.193576,Console,AS,1.2,29.0,9175.0,,,10.0,,1,1,1,2521,1495
Studio_5,SPG_5,SinglePlayerGame_5,singleplayer,12f59d31-62bb-4cd1-ae3f-e3bd3bb6167f,player_60,2025-04-16T11:01:00.193647,2025-04-16T12:16:00.193647,75,purchase,2025-04-16T12:03:00.193647,Console,EU,1.1,49.0,9728.0,,,45.0,,0,0,1,4341,3418
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,5d6c7ccb-ed0b-4093-9c19-bf7cf540b97c,player_7,2025-04-07T01:01:00.193686,2025-04-07T02:49:00.193686,108,level_start,2025-04-07T02:35:00.193686,PC,AS,1.0,,,0.0,15.0,,loss,1,0,0,1203,3606
Studio_1,MPG_1,MultiPlayerGame_1,multiplayer,0176e243-0e06-4457-9a2a-5b4fbff75295,player_39,2025-04-30T06:01:00.193732,2025-04-30T08:00:00.193732,119,login,2025-04-30T06:05:00.193732,Mobile,AF,1.1,,,13.0,6.0,,win,0,1,0,66,1855
Studio_3,SPG_5,SinglePlayerGame_5,singleplayer,76446dd3-4a85-4bf2-96fd-3a741cb28358,player_83,2025-04-23T08:01:00.193771,2025-04-23T09:14:00.193771,73,login,2025-04-23T08:13:00.193771,Mobile,AF,1.2,21.0,1065.0,,,22.0,,1,1,0,2007,1030
Studio_5,SPG_1,SinglePlayerGame_1,singleplayer,735c838a-847c-4ed0-9580-9e22bd9a15e1,player_68,2025-04-12T04:01:00.193804,2025-04-12T04:32:00.193804,31,logout,2025-04-12T04:12:00.193804,Console,EU,1.1,30.0,3897.0,,,35.0,,0,1,1,455,4589
Studio_1,MPG_4,MultiPlayerGame_4,multiplayer,b3c589d2-8dda-4bee-b9e6-7291beeb090d,player_15,2025-04-21T17:01:00.193873,2025-04-21T19:00:00.193873,119,purchase,2025-04-21T17:27:00.193873,PC,NA,1.1,,,1.0,1.0,,win,0,1,0,1050,1212
Studio_5,MPG_5,MultiPlayerGame_5,multiplayer,5cb4b348-9094-4d8f-a2b4-d4fe48355a97,player_47,2025-04-14T10:01:00.193912,2025-04-14T10:47:00.193912,46,login,2025-04-14T10:45:00.193912,Console,SA,1.1,,,14.0,11.0,,win,1,1,0,2928,4614
Studio_4,MPG_1,MultiPlayerGame_1,multiplayer,125735d3-c990-461c-92d8-7a5fcb534f39,player_16,2025-04-25T08:01:00.193948,2025-04-25T08:17:00.193948,16,logout,2025-04-25T08:04:00.193948,Console,SA,1.0,,,17.0,8.0,,draw,1,0,0,3926,2171
Studio_2,MPG_3,MultiPlayerGame_3,multiplayer,7364c378-2da2-4779-a1c9-a4f7bd5c2e8d,player_50,2025-04-24T19:01:00.194003,2025-04-24T19:20:00.194003,19,match_start,2025-04-24T19:11:00.194003,Mobile,SA,1.0,,,30.0,4.0,,win,1,0,1,1033,665
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,43d5d82a-29f4-43ff-8aa7-03e8392c1933,player_92,2025-04-15T14:01:00.194040,2025-04-15T15:34:00.194040,93,purchase,2025-04-15T15:22:00.194040,Mobile,AF,1.0,,,7.0,21.0,,win,1,1,1,82,2354
Studio_1,SPG_5,SinglePlayerGame_5,singleplayer,023e2eb6-11ae-4942-ae37-b8389c030831,player_59,2025-04-13T07:01:00.194078,2025-04-13T08:56:00.194078,115,match_end,2025-04-13T07:38:00.194078,PC,EU,1.1,32.0,2163.0,,,10.0,,1,0,1,3799,1565
Studio_5,SPG_3,SinglePlayerGame_3,singleplayer,c2775a2e-bb44-4b4b-82b0-89e14df32aa1,player_26,2025-04-12T18:01:00.194122,2025-04-12T19:34:00.194122,93,login,2025-04-12T19:00:00.194122,Console,AS,1.1,5.0,7027.0,,,0.0,,1,1,0,314,3721
Studio_1,MPG_2,MultiPlayerGame_2,multiplayer,59a1853f-2e9d-42fc-b490-591308ca7944,player_1,2025-04-05T05:01:00.194158,2025-04-05T05:48:00.194158,47,level_complete,2025-04-05T05:04:00.194158,PC,AF,1.0,,,25.0,3.0,,loss,1,0,0,1658,1802
Studio_3,SPG_3,SinglePlayerGame_3,singleplayer,a1545184-3835-443f-a33c-1f9c7299e928,player_92,2025-04-23T23:01:00.194194,2025-04-24T00:36:00.194194,95,logout,2025-04-23T23:35:00.194194,PC,EU,1.0,27.0,6239.0,,,32.0,,0,1,1,3074,386
Studio_1,MPG_1,MultiPlayerGame_1,multiplayer,7abcaf0f-61bb-4e10-ad2c-727abd3d7987,player_83,2025-04-17T10:01:00.194253,2025-04-17T10:13:00.194253,12,level_start,2025-04-17T10:03:00.194253,Mobile,SA,1.2,,,14.0,27.0,,draw,1,1,1,4604,229
Studio_4,MPG_1,MultiPlayerGame_1,multiplayer,b5e41544-8afa-478b-ad20-63badb32546e,player_56,2025-04-08T10:01:00.194310,2025-04-08T11:59:00.194310,118,login,2025-04-08T11:23:00.194310,Mobile,AS,1.0,,,1.0,10.0,,draw,1,0,0,3634,1012
Studio_4,MPG_5,MultiPlayerGame_5,multiplayer,e940c52c-4042-4b69-8e5f-5bc9391be778,player_100,2025-04-16T08:01:00.194353,2025-04-16T09:14:00.194353,73,login,2025-04-16T08:35:00.194353,Console,AF,1.1,,,4.0,6.0,,draw,0,0,1,2624,2114
Studio_3,SPG_2,SinglePlayerGame_2,singleplayer,62ff2178-7de9-404a-8959-baa03e09ddca,player_100,2025-04-28T20:01:00.194389,2025-04-28T21:43:00.194389,102,logout,2025-04-28T21:05:00.194389,Console,NA,1.2,50.0,7962.0,,,29.0,,1,1,1,3329,2047
Studio_5,SPG_3,SinglePlayerGame_3,singleplayer,29c1cd6e-d06a-4b88-81a9-f0bb52add75b,player_71,2025-04-08T23:01:00.194438,2025-04-08T23:42:00.194438,41,match_start,2025-04-08T23:33:00.194438,PC,AS,1.0,25.0,7296.0,,,35.0,,0,0,1,939,4810
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,1f621395-53f0-4cee-a5ae-628fe6f6ca85,player_67,2025-04-10T02:01:00.194479,2025-04-10T03:59:00.194479,118,login,2025-04-10T02:35:00.194479,Mobile,SA,1.2,,,4.0,14.0,,loss,1,0,1,2344,1818
Studio_2,MPG_5,MultiPlayerGame_5,multiplayer,41ba412c-09d7-4eb3-9c70-f11999c0ed8c,player_25,2025-04-30T11:01:00.194516,2025-04-30T12:58:00.194516,117,purchase,2025-04-30T11:07:00.194516,PC,SA,1.2,,,19.0,3.0,,loss,0,1,0,1946,4816
Studio_1,SPG_1,SinglePlayerGame_1,singleplayer,8a07b2ed-9c5a-41f3-a6fe-d79667d22137,player_22,2025-04-23T17:01:00.194579,2025-04-23T17:35:00.194579,34,logout,2025-04-23T17:24:00.194579,Mobile,AF,1.1,38.0,8354.0,,,6.0,,1,0,0,2831,399
Studio_3,SPG_1,SinglePlayerGame_1,singleplayer,ab90c4ff-3f12-4c5f-a7ec-b3aff5f32d1c,player_22,2025-04-08T13:01:00.194646,2025-04-08T13:52:00.194646,51,match_end,2025-04-08T13:14:00.194646,PC,NA,1.0,42.0,1904.0,,,23.0,,1,1,0,1846,2297
Studio_3,SPG_2,SinglePlayerGame_2,singleplayer,e038765f-bd96-4b02-80e7-44c82a0272a4,player_98,2025-04-17T22:01:00.194687,2025-04-17T23:02:00.194687,61,login,2025-04-17T22:14:00.194687,Console,EU,1.2,4.0,1396.0,,,35.0,,1,0,1,82,2868
Studio_5,SPG_3,SinglePlayerGame_3,singleplayer,3d7e4fee-5e84-48c2-9821-eec4983250f4,player_1,2025-04-28T05:01:00.194724,2025-04-28T05:21:00.194724,20,login,2025-04-28T05:20:00.194724,Console,NA,1.1,23.0,5643.0,,,26.0,,1,1,1,570,4872
Studio_4,SPG_1,SinglePlayerGame_1,singleplayer,fa23ae7e-7e8f-4a30-87e2-7fbb9a69b2d2,player_4,2025-04-13T08:01:00.194767,2025-04-13T08:06:00.194767,5,login,2025-04-13T08:04:00.194767,PC,SA,1.0,15.0,5394.0,,,12.0,,0,1,1,2522,4536
Studio_3,MPG_2,MultiPlayerGame_2,multiplayer,6f9aaaab-fc8f-486a-8f1d-ab40eb5e9ef1,player_67,2025-04-13T07:01:00.194817,2025-04-13T08:58:00.194817,117,level_start,2025-04-13T08:54:00.194817,Mobile,SA,1.1,,,11.0,10.0,,loss,1,0,0,4853,1169
Studio_4,SPG_5,SinglePlayerGame_5,singleplayer,8823b2d5-0a17-4255-ba4d-6d3764fba95a,player_89,2025-04-22T10:01:00.194864,2025-04-22T11:56:00.194864,115,level_start,2025-04-22T11:33:00.194864,PC,EU,1.0,32.0,2958.0,,,25.0,,0,0,0,3596,1441
Studio_5,SPG_3,SinglePlayerGame_3,singleplayer,10e8541f-0ba1-4733-968d-1cf2dd57663d,player_53,2025-04-22T00:01:00.194915,2025-04-22T00:57:00.194915,56,match_start,2025-04-22T00:56:00.194915,Mobile,EU,1.1,29.0,7257.0,,,9.0,,1,1,1,4854,4793
Studio_1,MPG_4,MultiPlayerGame_4,multiplayer,81a8b228-47ba-4be5-8613-90bc37a9797f,player_11,2025-04-15T18:01:00.194972,2025-04-15T18:07:00.194972,6,purchase,2025-04-15T18:06:00.194972,Console,NA,1.0,,,3.0,4.0,,win,1,0,0,4023,889
Studio_3,SPG_1,SinglePlayerGame_1,singleplayer,9a9904b5-8fc7-46e2-b64e-aa6e37d7fe69,player_56,2025-04-06T08:01:00.195024,2025-04-06T08:26:00.195024,25,match_end,2025-04-06T08:25:00.195024,Mobile,AS,1.2,35.0,1665.0,,,0.0,,0,1,0,4500,4485
Studio_2,MPG_1,MultiPlayerGame_1,multiplayer,869ce9e7-dfed-4ba4-8c05-48bd27ac4d48,player_80,2025-05-01T16:01:00.195064,2025-05-01T17:16:00.195064,75,match_end,2025-05-01T16:44:00.195064,PC,EU,1.2,,,19.0,25.0,,win,0,0,1,1446,1185
Studio_2,SPG_2,SinglePlayerGame_2,singleplayer,51b01c68-3307-4910-9483-f24a24352c66,player_51,2025-04-01T12:01:00.195118,2025-04-01T13:50:00.195118,109,purchase,2025-04-01T12:23:00.195118,PC,AF,1.0,13.0,1898.0,,,48.0,,0,1,0,2044,4750
Studio_5,MPG_2,MultiPlayerGame_2,multiplayer,1f11ddc7-a267-4823-b5b7-60ae215beb8f,player_70,2025-04-18T08:01:00.195279,2025-04-18T08:24:00.195279,23,purchase,2025-04-18T08:20:00.195279,PC,NA,1.2,,,2.0,21.0,,draw,1,1,0,2460,1271
Studio_4,SPG_5,SinglePlayerGame_5,singleplayer,8852ec0d-5911-4803-b13d-6654ebd80cf9,player_19,2025-04-04T04:01:00.195355,2025-04-04T04:30:00.195355,29,login,2025-04-04T04:29:00.195355,Mobile,AF,1.1,35.0,6400.0,,,21.0,,1,1,1,2791,376
Studio_5,SPG_3,SinglePlayerGame_3,singleplayer,b4ea2adb-51a1-415c-bdbf-fcf9075e4001,player_85,2025-04-04T06:01:00.195414,2025-04-04T06:38:00.195414,37,purchase,2025-04-04T06:11:00.195414,Console,SA,1.2,8.0,2339.0,,,21.0,,1,1,1,1325,2238
Studio_2,SPG_5,SinglePlayerGame_5,singleplayer,871da8ac-6896-4474-99a1-5fb2e9c6b2f8,player_88,2025-04-24T09:01:00.195463,2025-04-24T10:31:00.195463,90,level_start,2025-04-24T09:31:00.195463,PC,AS,1.1,42.0,5759.0,,,43.0,,0,0,0,2902,4684
Studio_5,MPG_3,MultiPlayerGame_3,multiplayer,42b3ef51-3ace-47ec-9e44-bdd6b04ac4f2,player_91,2025-04-26T17:01:00.195524,2025-04-26T17:23:00.195524,22,level_start,2025-04-26T17:07:00.195524,Mobile,SA,1.2,,,27.0,18.0,,draw,1,0,0,1473,4003
Studio_3,SPG_5,SinglePlayerGame_5,singleplayer,b5e2843e-e146-41b5-a6c2-63624baa3b27,player_7,2025-04-09T17:01:00.195587,2025-04-09T17:25:00.195587,24,match_start,2025-04-09T17:23:00.195587,Console,NA,1.0,14.0,8069.0,,,11.0,,1,0,1,1191,4694
Studio_4,MPG_1,MultiPlayerGame_1,multiplayer,b87e98ea-a364-48c7-9853-76ac03a61d07,player_4,2025-04-23T08:01:00.195632,2025-04-23T09:39:00.195632,98,level_complete,2025-04-23T09:09:00.195632,Console,NA,1.0,,,20.0,6.0,,win,0,1,1,2848,4601
Studio_5,SPG_1,SinglePlayerGame_1,singleplayer,b5f74672-d5e4-4f77-9125-d0fa9e359a58,player_55,2025-04-12T13:01:00.195755,2025-04-12T14:44:00.195755,103,logout,2025-04-12T13:24:00.195755,Console,AS,1.2,39.0,4537.0,,,46.0,,1,1,0,1313,2211
Studio_1,MPG_3,MultiPlayerGame_3,multiplayer,3047ecc1-bdbc-4d32-a924-f81d86659d93,player_12,2025-04-02T06:01:00.195863,2025-04-02T07:19:00.195863,78,login,2025-04-02T06:08:00.195863,Console,EU,1.0,,,29.0,28.0,,win,0,0,0,1189,3015
Studio_1,MPG_2,MultiPlayerGame_2,multiplayer,231984cc-1561-464c-87f9-ad2f62874e5f,player_91,2025-04-21T23:01:00.195976,2025-04-22T00:00:00.195976,59,login,2025-04-21T23:46:00.195976,Mobile,SA,1.1,,,8.0,10.0,,draw,0,1,1,4244,4415
Studio_2,SPG_2,SinglePlayerGame_2,singleplayer,f1f85329-645a-48e4-8614-f9301cfa7d69,player_99,2025-04-25T16:01:00.196053,2025-04-25T16:48:00.196053,47,match_start,2025-04-25T16:42:00.196053,Console,AF,1.1,12.0,543.0,,,31.0,,0,0,0,1008,2078
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,1899af08-1f8d-425d-bf23-0fe3efa4a426,player_81,2025-04-19T20:01:00.196127,2025-04-19T20:35:00.196127,34,level_complete,2025-04-19T20:18:00.196127,Console,NA,1.0,,,19.0,16.0,,draw,1,0,0,4691,4748
Studio_3,SPG_1,SinglePlayerGame_1,singleplayer,3ea175a5-0e6e-4f19-828a-c71e92a12db7,player_95,2025-04-08T16:01:00.196271,2025-04-08T17:53:00.196271,112,match_start,2025-04-08T16:36:00.196271,Console,AF,1.2,29.0,6597.0,,,11.0,,0,1,1,806,1792
Studio_4,MPG_4,MultiPlayerGame_4,multiplayer,fc1a2bb0-2348-4a83-8823-32c9a66a7804,player_77,2025-04-06T07:01:00.196476,2025-04-06T07:52:00.196476,51,level_complete,2025-04-06T07:37:00.196476,Mobile,NA,1.2,,,6.0,24.0,,win,0,0,1,2592,2908
Studio_2,MPG_2,MultiPlayerGame_2,multiplayer,88d00eb9-c8ac-4afd-9b0f-a41853831389,player_30,2025-04-28T04:01:00.196554,2025-04-28T05:27:00.196554,86,logout,2025-04-28T05:00:00.196554,PC,AF,1.0,,,14.0,22.0,,win,0,0,0,2939,757
Studio_5,MPG_1,MultiPlayerGame_1,multiplayer,f7778971-df59-495a-8c9e-83804ad1f553,player_9,2025-04-10T23:01:00.196614,2025-04-10T23:51:00.196614,50,login,2025-04-10T23:37:00.196614,PC,EU,1.1,,,17.0,30.0,,draw,0,0,1,1761,434
Studio_4,MPG_2,MultiPlayerGame_2,multiplayer,8f2d16f5-05f8-4d34-8104-694026896edc,player_88,2025-04-16T05:01:00.196668,2025-04-16T06:44:00.196668,103,level_start,2025-04-16T05:31:00.196668,PC,AF,1.0,,,10.0,7.0,,loss,1,0,1,1932,1358
Studio_2,MPG_1,MultiPlayerGame_1,multiplayer,e32c4f16-86fb-4f9c-a87d-bdd8539c5a21,player_81,2025-04-06T14:01:00.196729,2025-04-06T14:07:00.196729,6,level_complete,2025-04-06T14:05:00.196729,Console,AF,1.1,,,5.0,10.0,,loss,0,1,0,3771,178
Studio_4,MPG_5,MultiPlayerGame_5,multiplayer,37bf7316-c240-41b0-a6d5-8a7b52e079bf,player_95,2025-04-11T11:01:00.196789,2025-04-11T12:33:00.196789,92,level_complete,2025-04-11T11:32:00.196789,Console,SA,1.0,,,6.0,28.0,,loss,1,0,1,253,1568
Studio_5,SPG_5,SinglePlayerGame_5,singleplayer,0aca5d48-0232-4d5c-b549-873cdace59ea,player_86,2025-04-10T13:01:00.196836,2025-04-10T14:42:00.196836,101,level_start,2025-04-10T13:11:00.196836,PC,NA,1.2,18.0,7895.0,,,44.0,,1,0,0,3125,540
Studio_4,SPG_5,SinglePlayerGame_5,singleplayer,80f20e05-dbcf-43e0-9591-5c363a82c409,player_52,2025-04-01T14:01:00.196885,2025-04-01T15:13:00.196885,72,login,2025-04-01T15:04:00.196885,Console,NA,1.0,30.0,2270.0,,,27.0,,0,0,0,892,2007
Studio_2,SPG_2,SinglePlayerGame_2,singleplayer,e21c92f1-355e-4f5a-8495-d5c47a31e9a4,player_1,2025-04-04T11:01:00.196925,2025-04-04T11:38:00.196925,37,purchase,2025-04-04T11:09:00.196925,Console,EU,1.1,34.0,2147.0,,,0.0,,0,1,1,1718,3553
Studio_5,MPG_1,MultiPlayerGame_1,multiplayer,f358997e-e300-4552-adce-9127bf4b7419,player_86,2025-04-08T02:01:00.196978,2025-04-08T02:18:00.196978,17,purchase,2025-04-08T02:16:00.196978,Mobile,NA,1.2,,,20.0,28.0,,loss,1,0,1,1813,98
Studio_2,SPG_1,SinglePlayerGame_1,singleplayer,11506a8b-14a6-4519-9b60-c5882961d073,player_67,2025-04-29T19:01:00.197026,2025-04-29T20:52:00.197026,111,level_start,2025-04-29T19:03:00.197026,Console,AF,1.2,20.0,3663.0,,,7.0,,0,0,1,1651,4174
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,e252c2c3-a538-493b-8be8-8a5195c5a0ea,player_73,2025-04-07T11:01:00.197067,2025-04-07T12:06:00.197067,65,login,2025-04-07T11:24:00.197067,Console,AF,1.2,,,26.0,19.0,,win,0,1,0,2545,4312
Studio_4,SPG_3,SinglePlayerGame_3,singleplayer,4be5fedc-daec-4694-8792-107f6a80a9a6,player_77,2025-04-26T18:01:00.197105,2025-04-26T18:14:00.197105,13,purchase,2025-04-26T18:09:00.197105,Mobile,EU,1.2,31.0,5862.0,,,44.0,,0,0,0,2729,779
Studio_1,SPG_5,SinglePlayerGame_5,singleplayer,3edf9759-7d67-4b9c-a5b0-dc9b41a3cff3,player_7,2025-04-30T14:01:00.197157,2025-04-30T15:55:00.197157,114,level_start,2025-04-30T14:28:00.197157,Console,AF,1.2,4.0,7023.0,,,23.0,,0,0,0,318,1964
Studio_4,SPG_3,SinglePlayerGame_3,singleplayer,9105a6ea-638e-4ccd-82ba-d37e495e6250,player_68,2025-04-14T11:01:00.197211,2025-04-14T12:49:00.197211,108,match_start,2025-04-14T12:42:00.197211,Console,EU,1.1,25.0,7782.0,,,12.0,,1,0,1,2275,2939
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,b07fccbd-e39a-4810-80a3-47b09557acc3,player_5,2025-04-10T19:01:00.197249,2025-04-10T19:27:00.197249,26,level_start,2025-04-10T19:18:00.197249,Mobile,AF,1.2,,,7.0,28.0,,loss,1,0,0,566,552
Studio_3,SPG_2,SinglePlayerGame_2,singleplayer,7de58bc2-2a88-4137-9aa9-56e51400ba95,player_88,2025-04-12T03:01:00.197286,2025-04-12T04:59:00.197286,118,purchase,2025-04-12T04:50:00.197286,Console,AF,1.1,11.0,6887.0,,,25.0,,1,1,0,393,3521
Studio_3,SPG_4,SinglePlayerGame_4,singleplayer,dc4104ce-9de8-4ab4-a4f0-fd35e24da7a4,player_15,2025-04-26T02:01:00.197321,2025-04-26T03:53:00.197321,112,login,2025-04-26T03:14:00.197321,Console,SA,1.1,38.0,8018.0,,,24.0,,0,1,1,1284,2488
Studio_3,SPG_4,SinglePlayerGame_4,singleplayer,b7a3e029-7818-4a25-938d-ad4fe2a977bc,player_84,2025-04-05T13:01:00.197363,2025-04-05T13:28:00.197363,27,match_start,2025-04-05T13:17:00.197363,PC,AS,1.2,24.0,7128.0,,,13.0,,1,1,1,1299,1415
Studio_2,SPG_3,SinglePlayerGame_3,singleplayer,54745f9e-4e1f-497e-81dd-02f4b37eea7a,player_71,2025-04-03T08:01:00.197402,2025-04-03T09:14:00.197402,73,match_start,2025-04-03T08:59:00.197402,Console,EU,1.0,32.0,3831.0,,,46.0,,1,0,0,1848,4493
Studio_4,SPG_5,SinglePlayerGame_5,singleplayer,ed9ed130-3781-4711-a0ee-1dba48bd19ac,player_73,2025-04-21T04:01:00.197449,2025-04-21T05:26:00.197449,85,logout,2025-04-21T04:54:00.197449,Mobile,SA,1.2,30.0,1974.0,,,50.0,,1,1,1,1840,14
Studio_4,SPG_2,SinglePlayerGame_2,singleplayer,938f591e-5ac6-4383-95a3-eb24675d4b90,player_73,2025-04-30T23:01:00.197624,2025-04-30T23:39:00.197624,38,logout,2025-04-30T23:25:00.197624,Mobile,AS,1.0,41.0,9719.0,,,17.0,,0,0,0,1803,2834
Studio_3,SPG_2,SinglePlayerGame_2,singleplayer,4f5276c4-862b-47ba-87f0-ab0ec978c2e2,player_35,2025-04-26T01:01:00.197731,2025-04-26T01:22:00.197731,21,match_end,2025-04-26T01:12:00.197731,Mobile,SA,1.0,34.0,6737.0,,,1.0,,1,0,1,4930,2430
Studio_4,MPG_5,MultiPlayerGame_5,multiplayer,eef8e61b-a5aa-4f42-8648-5f9db385824c,player_99,2025-04-17T20:01:00.197827,2025-04-17T21:18:00.197827,77,purchase,2025-04-17T20:06:00.197827,PC,AS,1.1,,,12.0,12.0,,loss,1,0,1,1445,2333
Studio_1,SPG_2,SinglePlayerGame_2,singleplayer,8e21932f-8372-4683-af9c-6df241dc4a45,player_18,2025-04-25T09:01:00.197905,2025-04-25T09:57:00.197905,56,level_complete,2025-04-25T09:50:00.197905,Console,SA,1.0,12.0,6960.0,,,38.0,,1,1,1,4124,1305
Studio_4,MPG_5,MultiPlayerGame_5,multiplayer,fda873ef-c671-4520-9bcd-557b0ba2a06c,player_29,2025-04-07T01:01:00.197974,2025-04-07T01:18:00.197974,17,login,2025-04-07T01:02:00.197974,Console,EU,1.0,,,27.0,11.0,,win,1,0,0,265,4555
Studio_3,MPG_3,MultiPlayerGame_3,multiplayer,0f8c64b4-28cf-443b-9a2e-2df96e388970,player_94,2025-04-08T14:01:00.198019,2025-04-08T14:32:00.198019,31,level_complete,2025-04-08T14:19:00.198019,Mobile,SA,1.2,,,21.0,1.0,,win,1,1,0,1333,450
